image,kind,structure,concentration
1d47a09c-95f4-472f-a379-d6242c033ac0,MCF-7,NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]4O[C@H](CN)[C@@H](O)[C@H](O)[C@H]4N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O,0.03
1d57a8eb-5adf-41fb-b3ae-f0a10eb16af4,MCF-7,O=C1c2ccccc2c3n[nH]c4cccc1c34,50.0
1d58e2c6-a9a9-4d9a-b353-01a6a8f23a4f,MCF-7,NC1=NC(=O)N(C=C1)C2OC(CO)C(O)C2O,0.01
1d5ac5fb-241d-4bf5-9eed-25674c372569,MCF-7,OCCNCCNc1ccc(NCCNCCO)c2C(=O)c3c(O)ccc(O)c3C(=O)c12,3.0
1d68703c-d13e-4596-b0bb-aafa340ee7fc,MCF-7,Nc1ccc(cc1N)c2ccc(N)c(N)c2,0.01
1d7bcfde-e9ce-4c49-8f98-c5636688c1c1,MCF-7,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C=O)[C@H]7[C@](O)([C@H](OC(=O)C)[C@]8(CC)C=CCN9CC[C@]67[C@H]89)C(=O)OC)C1,0.3
1d7e9165-1c2a-46f0-8edd-7fc819b30f3b,MCF-7,Oc1ccc(cc1)C2=COc3cc(O)cc(O)c3C2=O,100.0
1d84e86a-44e0-4f90-9cad-1592dca247df,MCF-7,O=C(CNC(=O)C(Cc1ccccc1)NC(=O)OCc2ccccc2)NOC(=O)c3ccccc3,10.0
1d8545c8-b7d9-4d7b-bf47-3a88e8b0920a,MCF-7,N\\C(=C(\\C#N)/C(=C(\\N)/Sc1ccccc1N)/C#N)\\Sc2ccccc2N,10.0
1d85e7a4-bb80-4b54-99ab-d72ef794162a,MCF-7,CCC\\C=C\\C=C\\C(=O)O[C@H]1\\C(=C\\C(=O)OC)\\C[C@H]2C[C@@H](OC(=O)C[C@H](O)C[C@@H]3C[C@H](OC(=O)C)C(C)(C)[C@](O)(C[C@@H]4C\\C(=C\\C(=O)OC)\\C[C@@H](O4)\\C=C\\C(C)(C)[C@]1(O)O2)O3)[C@@H](C)O,0.1
1d8fb184-9e87-43e4-a83e-dde83b15c23c,MCF-7,C[C@@H](N)[C@@H]1CC[C@H](CC1)C(=O)Nc2ccncc2,0.01
1d9ba870-58c4-4f35-b07e-3ae19121c7da,MCF-7,CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1)C=O,30.0
1dc639ae-5977-4d0a-a286-e1f066f34024,MCF-7,CS(=O)C,0.0
1dce6cbf-096c-45ca-89fe-f7a4354bea08,MCF-7,CN(CCOc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)CO,10.0
1ddae495-a587-4ae9-885c-9959da676d7c,MCF-7,CCCCC[C@@H](O)[C@@H]1[C@@H](O)C[C@@H](O)C[C@@H](O)C[C@@H](O)C[C@@H](O)C[C@@H](O)C[C@H](O)\\C(=C\\C=C\\C=C\\C=C\\C=C\\[C@H](O)[C@@H](C)OC1=O)\\C,0.01
1df63b07-eb60-4621-ab65-664c0456ec02,MCF-7,Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4,0.5
1e01764d-fb16-4ef0-8483-2a793d4104c9,MCF-7,O=C1O[Pt]OC(=O)C12CCC2,2.0
1e37036e-839b-4e54-8f1f-1ba4cfc1fccd,MCF-7,OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O,1000.0
1e54ff38-ad9f-4e9b-8a40-9bfd6f93ced8,MCF-7,CCCC(CCC)C(=O)O,0.5
1e62db27-df27-4776-9f10-5a774eeba02b,MCF-7,CCOC(=O)c1cnc2oc3ccc(O)cc3c2c1c4ccccc4,0.3
1e641b87-e8c3-458c-bfaf-1e178dee0796,MCF-7,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@]3(C)[C@@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c6ccccc6)C(=C([C@@H](O)C3=O)C5(C)C)C,0.1
1e8c4059-865f-4479-b603-445b27d12881,MCF-7,CS(=O)C,0.0
1e9ef6b6-9501-4d34-a1b1-e941391e83b6,MCF-7,NC1=NC(=O)N(C=C1)C2OC(CO)C(O)C2O,0.01
1eae846b-6db5-4ffb-99cb-8c573ea2fd7d,MCF-7,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C,0.3
1ed8dec8-4082-4bc0-b6ab-38ad913cb50b,MCF-7,CN(Cc1cnc2nc(N)nc(N)c2n1)c3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,0.3
1ed9c35f-8802-469c-b239-6ca58dbef6bb,MCF-7,CS(=O)C,0.0
1eec60f1-8ed4-483a-8ecf-b7952529e596,MCF-7,C[C@H]1CCC\\C=C\\C2C[C@H](O)C[C@H]2[C@H](O)\\C=C\\C(=O)O1,3.0
1f0f490a-e959-48b3-b0d1-75b57ee75293,MCF-7,CN1C2CCC1CC(C2)OC(=O)C(CO)c3ccccc3,0.05
1f2c6e41-3c3e-49d1-a9f5-6599b5419c1b,MCF-7,CCC\\C=C\\C=C\\C(=O)O[C@H]1\\C(=C\\C(=O)OC)\\C[C@H]2C[C@@H](OC(=O)C[C@H](O)C[C@@H]3C[C@H](OC(=O)C)C(C)(C)[C@](O)(C[C@@H]4C\\C(=C\\C(=O)OC)\\C[C@@H](O4)\\C=C\\C(C)(C)[C@]1(O)O2)O3)[C@@H](C)O,3.0
1f2d16f9-6309-4d89-942f-4060bc032ab7,MCF-7,CC[C@@]1(O)C(=O)OCC2=C1C=C3N(Cc4cc5ccccc5nc34)C2=O,0.01
1f2f46b6-d67d-48d3-8b09-05eafb80ba76,MCF-7,OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O,0.3
1f32f5f1-0630-49f8-bd01-c64390dc8526,MCF-7,CC(C)C(NC(=O)OCc1ccccc1)C(=O)NC(C)C(=O)NC(CC(C)(O)O)C(=O)CF,1.5
1f34a474-6eac-4ae0-8eac-ab935b8f3d63,MCF-7,CS(=O)c1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4,1.0
1f4b462c-7964-430f-a645-0c584cb8f487,MCF-7,[Na+].[F-],50.0
1f527c21-b01b-4806-9916-e15cd80e8864,MCF-7,CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\\C=C(/C)\\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\\C=C\\C=C\\C=C(/C)\\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)OC)CC[C@H]1O,0.003
1f5b3b3e-3a0f-4ce6-bc30-017ceb28df6e,MCF-7,OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O,10.0
1f5e221c-656e-49fd-9b7d-d8d6289666aa,MCF-7,CS(=O)C,0.0
1f6901c6-8230-4b73-8e20-936433b33f01,MCF-7,CSCCC(NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C)C=O,15.0
1f778585-9b32-4ade-991e-83d590952023,MCF-7,O=C1O[Pt]OC(=O)C12CCC2,20.0
1f8236e2-abe8-4d72-ae8f-e15903b8f640,MCF-7,OCC1OC(CC1O)N2C=C(F)C(=O)NC2=O,0.03
1f8435ea-a5e9-419c-a936-f68d9f94d878,MCF-7,NC1=NC(=O)N(C=C1)C2OC(CO)C(O)C2O,1.0
1f86a71c-a67a-41bf-8617-742a38260e03,MCF-7,[Na+].[F-],50.0
1f8dd95e-42c8-442a-96b7-e6c090a5b132,MCF-7,Oc1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4,2.0
1f8e35f6-2f95-4d0d-b8e2-0a5ac2132097,MCF-7,CS(=O)C,0.0
1fb35bf7-a294-43c4-9a71-42587d86c065,MCF-7,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C,0.3
1fbaa6c3-eb66-43f8-8904-f6b98eac7c73,MCF-7,OC(=O)C(=S)Cc1ccc(I)cc1,1.5
1fd5457a-5f3c-42f2-aba9-e1130822d264,MCF-7,COc1cc(OC[C@H]2CCCN2)c3c(Nc4cnn(CC(=O)Nc5cccc(F)c5F)c4)ncnc3c1,3.0
1fe6247e-b663-4c1b-b240-8ce7780e40f7,MCF-7,COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NC(=O)C,0.1
1febbd7a-7b58-4473-ad0b-680d9fac3e8f,MCF-7,O=C1O[Pt]OC(=O)C12CCC2,2.0
200a5635-56f3-4fc0-890d-786c341fc708,MCF-7,Nc1ccc(cc1N)c2ccc(N)c(N)c2,0.003
200e696b-3806-49ac-97b9-a3a7a9a9a5ba,MCF-7,C[C@@H](N)[C@@H]1CC[C@H](CC1)C(=O)Nc2ccncc2,1.0
201149e3-6a26-4473-b6b9-9a97ed382c15,MCF-7,NC1=NC(=O)c2ncn(COCCO)c2N1,0.0015
2018df97-b362-4b66-8269-daa9100ea079,MCF-7,NC(=O)NO,10.0
201c9d4e-632f-4d69-8448-d1ab204eb3d3,MCF-7,N[Pt](N)(Cl)Cl,1.0
2036be9b-b2d9-4ad8-85a7-146c4c21df64,MCF-7,CSCCC(NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C)C=O,5.0
2040647f-2338-45ef-a302-c3f6b3f552fe,MCF-7,CCCC(=O)O,8.3
204fb395-2865-43a7-be1d-15c72256a584,MCF-7,C[C@H]1C[C@@H](C)\\C=C(/C)\\C[C@@H](C)C(=O)N[C@@H](C)C(=O)N(C)[C@H](Cc2c(Br)[nH]c3ccccc23)C(=O)N[C@H](CC(=O)O1)c4ccc(O)cc4,0.003
2052eb9b-8786-409a-9e29-d0a1809fb4ea,MCF-7,CCC(C)C(NC(=O)OCc1ccccc1)C(=O)NC(CCC(=O)OC(C)(C)C)C(=O)NC(C)C(=O)NC(CC(C)C)C=O,3.0
205674de-2d63-4cb6-b26a-969a8dd1866c,MCF-7,C[C@H]1CCC[C@@]2(C)O[C@H]2C[C@H](OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)\\C(=C\\c3csc(C)n3)\\C,0.01
205cf700-59a8-41e0-a909-75e723969425,MCF-7,CS(=O)C,0.0
2065c051-1242-4c6a-a66c-092e564f9088,MCF-7,CNC1CCc2cc(OC)c(OC)c(OC)c2C3=CC=C(OC)C(=O)C=C13,0.03
2068f632-943d-413d-b28a-71d75e354fc1,MCF-7,CC1(CO)C(O)CCC2(C)C1CCC3CC4CC23CCC4(O)CO,0.03
2074a42d-06ae-4d8d-8f85-c503e9f1cc9a,MCF-7,COC12C3NC3CN1C4=C(C2COC(=O)N)C(=O)C(=C(C)C4=O)N,10.0
209859b8-d640-4ba2-a39c-2ee35adadcd4,MCF-7,CS(=O)C,0.0
209a5fe4-f9c4-4767-bf9c-2f614521f55c,MCF-7,COC12C3NC3CN1C4=C(C2COC(=O)N)C(=O)C(=C(C)C4=O)N,0.003
20b57593-510d-4de8-9000-dac137b0a45f,MCF-7,C[C@H]1CCC[C@@]2(C)O[C@H]2C[C@H](OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)\\C(=C\\c3csc(C)n3)\\C,0.3
20b946dd-4390-438c-b509-36ff662f5469,MCF-7,CS(=O)C,0.0
20b9da7d-41e9-434e-b3e1-491dd3333852,MCF-7,CN1C2CCC1CC(C2)OC(=O)C(CO)c3ccccc3,0.005
20c7bde4-0e2d-46a5-a02d-785f1070453c,MCF-7,CN[C@H]1C[C@H]2O[C@@](C)([C@H]1OC)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35,0.0003
20ced2e3-acdb-4d52-98b2-98f27c1f9f94,MCF-7,CS(=O)C,0.0
20e4db21-1421-4722-a89b-591d81328695,MCF-7,CC(C)C\\C=C\\C(=O)N[C@@H]1[C@@H](O)[C@@H](O)[C@@H](CC(O)[C@H]2O[C@H]([C@H](O)[C@@H]2O)N3C=CC(=O)NC3=O)O[C@H]1O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4NC(=O)C,0.015
20e7a196-9669-4ade-9348-1420d9ac814b,MCF-7,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C,0.3
20ec8f75-742d-413c-acdc-44ad57bfcc05,MCF-7,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C,0.3
20f7db59-b746-487f-8c04-b8fca3a52708,MCF-7,COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO,0.01
21167494-33a8-4a7e-9446-d4fb85552000,MCF-7,CS(=O)c1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4,0.03
21203c04-4e57-4481-b41e-607afa7f418d,MCF-7,FC1=CNC(=O)NC1=O,1.0
21211f52-03e5-47ad-80c3-a4299e1271be,MCF-7,O=C(CNC(=O)C(Cc1ccccc1)NC(=O)OCc2ccccc2)NOC(=O)c3ccccc3,0.1
2137608a-b0b5-456d-b887-c7f694ccd8d8,MCF-7,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C,0.3
21419944-d538-4a5f-b657-3ac241767dfb,MCF-7,O=C1C=C(Oc2c1cccc2c3ccccc3)N4CCOCC4,0.6
2142c913-22e6-4ede-85ea-a4d0d836e336,MCF-7,CS(=O)C,0.0
216f89cb-9680-44ee-9586-f1f4d7cc5a3a,MCF-7,COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO,0.03
216f9f84-d257-41fc-91ae-1cb2908716a9,MCF-7,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@]3(C)[C@@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c6ccccc6)C(=C([C@@H](O)C3=O)C5(C)C)C,1.0
21880838-3deb-44b5-8a9f-a09e2e4906bb,MCF-7,CN[C@H]1C[C@H]2O[C@@](C)([C@H]1OC)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35,0.003
2198adff-6a5a-490d-bca7-fdcbdfb8973b,MCF-7,OCC1OC(CC1O)N2C=C(F)C(=O)NC2=O,1.0
21a8d31c-b6b4-42f4-849f-5974dc327938,MCF-7,CC1CC(C)C(=O)C(C1)C(O)CC2CC(=O)NC(=O)C2,15.0
21ae54fa-7249-49dc-8044-c7120bcf35d7,MCF-7,Oc1ccc(cc1)C2=COc3cc(O)cc(O)c3C2=O,1.0
21b2f3e4-348f-4c57-907f-d0762365f11e,MCF-7,COc1ccc(C[C@H]2NC[C@H](O)[C@H]2OC(=O)C)cc1,0.03
21b44832-d712-4ebf-a042-c3b529c4f1d7,MCF-7,NS(=O)(=O)c1ccc(Nc2nc(OCC3CCCCC3)c4nc[nH]c4n2)cc1,3.0
21dd515b-26fb-4c6d-9289-891ef6cefa22,MCF-7,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C,0.3
21f5a6ec-166f-4dbd-b925-0229462d6546,MCF-7,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C,0.3
22033563-4adc-4a95-bbbe-90e4e509b339,MCF-7,CN[C@H]1C[C@H]2O[C@@](C)([C@H]1OC)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35,0.001
22040738-dd03-4bea-809d-9d7cf16ecb6f,MCF-7,OC1=C(Oc2cc(O)cc(O)c2C1=O)c3ccc(O)c(O)c3,3.0
22044d7f-86fe-43c3-b248-457d0d9078b9,MCF-7,CS(=O)C,0.0
22222fae-2e50-4988-b27e-6cd777fd9083,MCF-7,COC12C3NC3CN1C4=C(C2COC(=O)N)C(=O)C(=C(C)C4=O)N,0.1
22268659-6fa4-4295-b533-312c2ee97d12,MCF-7,O=C1C=C(Oc2c1cccc2c3ccccc3)N4CCOCC4,2.0
22282b5c-007e-48e0-a6f1-a4e34827df30,MCF-7,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C,0.3
2228ca03-3286-4054-8624-abb9cf0b8661,MCF-7,CS(=O)C,0.0
223fe05b-cc1e-4dec-8481-5f3ba5d4cfef,MCF-7,O=C1C=C(Oc2c1cccc2c3ccccc3)N4CCOCC4,0.002
2248ce1a-523c-43e1-9d51-95677e01881f,MCF-7,CC(=O)O[C@H]1[C@@H](O)[C@H]2C(C)(C)CC[C@H](O)[C@]2(C)[C@@]3(O)C(=O)C[C@@](C)(O[C@]13C)C=C,10.0
224a69f8-1bc9-4e2f-ab4d-e83ea0ec9cd0,MCF-7,CS(=O)C,0.0
225fbf80-8903-412d-abfa-5423353fb450,MCF-7,CS(=O)C,0.0
226aa384-381a-4209-a077-42eec88b5206,MCF-7,C[C@@H]1CCC[C@@H](O)\\C=C\\C(=O)O[C@]23[C@@H](\\C=C\\C1)[C@H](O)C(=C)[C@@H](C)[C@H]2[C@H](Cc4ccccc4)NC3=O,0.03
226d75b3-30bf-411f-83c8-59986e90bd9f,MCF-7,COc1cc(OC[C@H]2CCCN2)c3c(Nc4cnn(CC(=O)Nc5cccc(F)c5F)c4)ncnc3c1,1.0
226db6ae-d4bd-47aa-a738-51110bd8a53e,MCF-7,CC1(CO)C(O)CCC2(C)C1CCC3CC4CC23CCC4(O)CO,0.03
2277f53c-0570-4ffe-bafe-8a78a4e89390,MCF-7,OCCNCCNc1ccc(NCCNCCO)c2C(=O)c3c(O)ccc(O)c3C(=O)c12,0.003
22a5f06d-7b1f-4421-9776-83ecd04cd5c3,MCF-7,CN1N=Nc2c(ncn2C1=O)C(=O)N,0.2
22c0fb90-7a7d-4c95-80ae-45c10bda3a5c,MCF-7,N[Pt](N)(Cl)Cl,10.0
22c687c4-361d-4e3f-a182-6921dc49f56d,MCF-7,Oc1ccc(cc1)C2=COc3cc(O)cc(O)c3C2=O,3.0
22d3f9c2-a107-44f8-9ad0-1060295e11a5,MCF-7,OC(=O)CCCc1ccc(cc1)N(CCCl)CCCl,0.03
22e0d8b7-a94d-481f-bc40-ec925043a4f0,MCF-7,CS(=O)C,0.0
2306ec8d-5a1e-4617-a79e-5fae53b27473,MCF-7,CCC(C)C(NC(=O)OCc1ccccc1)C(=O)NC(CCC(=O)OC(C)(C)C)C(=O)NC(C)C(=O)NC(CC(C)C)C=O,1.0
231ed54e-6875-4426-b231-e38d1ce9d542,MCF-7,C[C@@H]1CCC[C@@H](O)\\C=C\\C(=O)O[C@]23[C@@H](\\C=C\\C1)[C@H](O)C(=C)[C@@H](C)[C@H]2[C@H](Cc4ccccc4)NC3=O,30.0
23249c58-60b4-4dc9-bb43-352c4896807d,MCF-7,C[C@H]1CCC[C@@]2(C)O[C@H]2C[C@H](OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)\\C(=C\\c3csc(C)n3)\\C,0.3
23319b6d-04d6-4dbb-b336-1d20c4e6a5de,MCF-7,CC(C)C\\C=C\\C(=O)N[C@@H]1[C@@H](O)[C@@H](O)[C@@H](CC(O)[C@H]2O[C@H]([C@H](O)[C@@H]2O)N3C=CC(=O)NC3=O)O[C@H]1O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4NC(=O)C,0.015
23360716-d914-4455-a2d3-6e56f474adb8,MCF-7,O=C1c2ccccc2c3n[nH]c4cccc1c34,0.05
2336d1bc-561a-4646-a5b9-904908ddce28,MCF-7,CC(=O)O[C@H]1[C@@H](O)[C@H]2C(C)(C)CC[C@H](O)[C@]2(C)[C@@]3(O)C(=O)C[C@@](C)(O[C@]13C)C=C,0.03
23522b0b-7a5c-49fc-9204-c2bcda0dff25,MCF-7,COc1cc(cc(OC)c1OC)[C@H]2[C@H]3[C@H](COC3=O)[C@@H](O)c4cc5OCOc5cc24,1e-05
235600e7-cc31-4a33-8d40-0afe65983fac,MCF-7,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,0.02
23585afb-6cae-42e1-a203-562d2ab953cc,MCF-7,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C)[C@H]7[C@](O)([C@H](OC(=O)C)[C@]8(CC)C=CCN9CC[C@]67[C@H]89)C(=O)OC)C1,0.3
235ea384-4764-4c48-aff8-a28e924c8e0a,MCF-7,CCCCC1C(=Nc2nccnc12)c3ccc(O)cc3,0.01
237a2fa9-aee8-4782-8cd1-4c2e0f5b6403,MCF-7,C[C@@H](N)[C@@H]1CC[C@H](CC1)C(=O)Nc2ccncc2,0.03
237d5258-c97a-43c9-875a-b181adedb64f,MCF-7,CC(C)n1cnc2c(NCc3ccccc3)nc(NCCCO)nc12,0.006
2380697d-f33f-4372-94db-881707e6997d,MCF-7,CCOC(=O)C1=C(C)NC(=S)NC1c2cccc(O)c2,3.0
2381ec5b-faa7-4592-bd5f-d96c8265dbe1,MCF-7,CC(C)C[C@H](NC(=O)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C=O,0.6
238649d9-d45c-410b-a16e-69af313b1d56,MCF-7,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C,0.3
239c7702-3237-424d-a193-03b82ebea227,MCF-7,OCCNCCNc1ccc(NCCNCCO)c2C(=O)c3c(O)ccc(O)c3C(=O)c12,0.01
239d543c-2c3d-4f6a-98bb-effa00a23c33,MCF-7,C[C@@H]1CCC[C@@H](O)\\C=C\\C(=O)O[C@]23[C@@H](\\C=C\\C1)[C@H](O)C(=C)[C@@H](C)[C@H]2[C@H](Cc4ccccc4)NC3=O,3.0
23ada158-4bb5-4ed6-8ea9-862d1e8905be,MCF-7,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C,0.3
23bcd2a5-5c42-4a11-a728-3582ce890997,MCF-7,C[C@H]1CCC[C@@]2(C)O[C@H]2C[C@H](OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)\\C(=C\\c3csc(C)n3)\\C,0.01
23c7cd4d-bf2a-440e-b96f-87a0e96e57df,MCF-7,NC1=NC(=O)N(C=C1)C2OC(CO)C(O)C2O,30.0
23c87628-8cc2-4dda-899f-d414ed4ce589,MCF-7,[O-][N+](=O)c1ccc2[nH]c3c(CC(=O)Nc4ccccc34)c2c1,3.0
23cd830b-c6af-4b7d-ab71-61784fb8437a,MCF-7,NC(=O)NO,100.0
23d2a7e3-49dd-4bba-919f-620e8a20bec7,MCF-7,CC[C@H](CO)Nc1nc(NCc2ccccc2)c3ncn(C(C)C)c3n1,0.03
23d3e91f-1a0b-4ace-8bea-d5e7dec53270,MCF-7,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C,0.3
23da0e54-344f-45e1-839f-401f7ee3b74a,MCF-7,COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC,0.06
23e63380-3d21-4be4-9442-17b7be78526f,MCF-7,COc1cc(OC[C@H]2CCCN2)c3c(Nc4cnn(CC(=O)Nc5cccc(F)c5F)c4)ncnc3c1,1.0
23ec4ffe-a408-41da-aaaf-6063e336f824,MCF-7,CCOc1cc(OC[C@H]2CCCN2)c3c(Nc4cnn(CC(=O)Nc5cccc(F)c5F)c4)ncnc3c1,3.0
2403d264-e890-4fe5-ac12-435f57c10bf0,MCF-7,CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C3[C@H](O)CC4C[C@H](O)CCC4(C)C3C[C@H](O)C12C,8.3
240a56b1-cf16-4a42-8380-dfc5872772b7,MCF-7,NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]4O[C@H](CN)[C@@H](O)[C@H](O)[C@H]4N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O,0.1
240d8317-ae0e-4f8e-8b3a-4f652544efee,MCF-7,N[Pt](N)(Cl)Cl,3.0
241b326e-af66-45e4-8620-6aff54d36154,MCF-7,COc1cc(cc(OC)c1OC)[C@H]2[C@H]3[C@H](COC3=O)[C@@H](O)c4cc5OCOc5cc24,0.0001
241d9f97-9c53-4695-8a0c-f9b1132a0151,MCF-7,CS(=O)C,0.0
242b44a8-26a6-4f9f-ba7e-553fedc2addf,MCF-7,CS(=O)C,0.0
2436508c-6e26-4df9-b97f-179cadc8b271,MCF-7,Cn1cnc2c(NCc3ccccc3)nc(NCCO)nc12,1.0
243a68be-95ee-4a34-baa7-cb4a270fb48d,MCF-7,CON,0.05
